apps_arrived,apps_done,apps_failed,dep_violations,energy_j,entropy,episode,eval_seed,fail_uncovered,frac_unassociated,kind,leo_invalid_attempts,leo_placements,loss,mean_adv,mean_delay_s,mean_entropy,pen_boundary,pen_collision,pen_low_battery,reward,reward_E,reward_F,reward_L,steps,success_rate
91,69,13,0,26697.17645522507,14.845071792602539,194,,8,0.2155,train,59,225,0.764066219329834,-2.842170943040401e-16,3.869510496947382,14.845625324249268,0.0,0.0,0.0,-380.99176455225063,26697.17645522507,13.0,501.0,50,0.7582417582417582
62,50,7,0,24468.867253853256,14.888463973999023,195,,5,0.155,train,90,169,0.8039584755897522,-6.927791673660977e-16,3.3466075989713904,14.879038543701173,0.0,0.0,0.0,-306.70867253853254,24468.867253853256,7.0,301.0,50,0.8064516129032258
95,58,28,0,23838.148538384023,14.830349922180176,196,,28,0.308,train,40,171,0.7583536356687546,3.019806626980426e-16,4.102548227089707,14.827121334075928,0.0,0.0,0.0,-475.3014853838404,23838.148538384023,28.0,646.0,50,0.6105263157894737
68,53,11,0,25419.8080971819,14.825243949890137,197,,6,0.2785,train,129,156,0.809489518404007,1.1546319456101628e-15,3.8179223523031887,14.83967571258545,0.0,0.0,0.0,-349.85808097181905,25419.8080971819,11.0,383.0,50,0.7794117647058824
116,61,38,0,26511.115594042938,14.741738319396973,198,,25,0.2985,train,219,213,0.759222224354744,-2.842170943040401e-16,4.000528276693678,14.76856388092041,0.0,0.0,0.0,-584.8511559404293,26511.115594042938,38.0,787.0,50,0.5258620689655172
91,67,19,0,26601.739368418053,14.730217933654785,199,,13,0.209,train,85,235,0.7762573957443237,-8.348877145181177e-16,4.502004592912171,14.75730239868164,0.0,0.0,0.0,-429.4973936841805,26601.739368418053,19.0,574.0,50,0.7362637362637363
102,69,25,0,24953.17291734515,,199,0,20,0.295,eval,90,233,,,3.087858156846002,0.0,0.0,0.0,0.0,-461.17172917345147,24953.17291734515,25.0,582.0,50,0.6764705882352942
101,47,37,0,23768.91816578332,,199,1,28,0.2935,eval,102,180,,,4.01780735222575,0.0,0.0,0.0,0.0,-548.2491816578332,23768.91816578332,37.0,728.0,50,0.46534653465346537
80,46,25,0,22648.126507622852,,199,2,15,0.2125,eval,214,175,,,3.665214620867323,0.0,0.0,0.0,0.0,-436.98126507622857,22648.126507622852,25.0,525.0,50,0.575
103,50,39,0,23869.350403769735,,199,3,17,0.206,eval,208,194,,,3.3875235559651626,0.0,0.0,0.0,0.0,-565.1935040376975,23869.350403769735,39.0,725.0,50,0.4854368932038835
88,47,33,0,24737.34380320592,,199,4,18,0.238,eval,142,159,,,3.6104639405720205,0.0,0.0,0.0,0.0,-524.0534380320591,24737.34380320592,33.0,634.0,50,0.5340909090909091
71,50,14,0,24416.20111220796,14.753519058227539,200,,9,0.253,train,341,161,0.6617629081010818,3.9523939676655573e-16,3.248723014268787,14.778325920104981,0.0,0.0,0.0,-364.04201112207966,24416.20111220796,14.0,394.0,50,0.704225352112676
81,57,16,0,27681.88950180742,14.68934440612793,201,,7,0.0905,train,60,186,0.7703227400779724,-1.0125233984581427e-15,3.6423730080389136,14.719431228637696,0.0,0.0,0.0,-414.1188950180742,27681.88950180742,16.0,465.0,50,0.7037037037037037
116,73,28,0,30264.6987720774,14.581321716308594,202,,14,0.201,train,137,248,0.8150453716516495,1.5987211554602254e-16,5.002950776170617,14.605960845947266,0.0,0.0,0.0,-542.806987720774,30264.6987720774,28.0,808.0,50,0.6293103448275862
98,60,23,0,23102.058203423217,14.645804405212402,203,,20,0.2375,train,140,214,0.797559380531311,5.950795411990839e-16,3.8479018599366044,14.647061977386475,0.0,0.0,0.0,-427.4605820342322,23102.058203423217,23.0,622.0,50,0.6122448979591837
96,68,23,0,27518.068165181434,14.638421058654785,204,,18,0.1385,train,80,220,0.7585277706384659,-2.486899575160351e-16,4.990663966196818,14.622587776184082,0.0,0.0,0.0,-472.8006816518144,27518.068165181434,23.0,681.0,50,0.7083333333333334
77,42,27,0,25604.508904286304,14.648038864135742,205,,20,0.2635,train,157,144,0.698245495557785,2.042810365310288e-16,3.8460458592074525,14.630919647216796,0.0,0.0,0.0,-482.865089042863,25604.508904286304,27.0,541.0,50,0.5454545454545454
83,53,21,0,27647.657087547443,14.683213233947754,206,,14,0.1495,train,77,167,0.788547933101654,-5.329070518200751e-17,3.5739816196545213,14.673161544799804,0.0,0.0,0.0,-454.4765708754745,27647.657087547443,21.0,500.0,50,0.6385542168674698
78,60,14,0,24743.63694079852,14.735464096069336,207,,13,0.298,train,19,185,0.6677599102258682,-1.0391687510491465e-15,3.4425175170349367,14.726621150970459,0.0,0.0,0.0,-367.7963694079852,24743.63694079852,14.0,418.0,50,0.7692307692307693
97,62,21,0,24733.804702419362,14.738232612609863,208,,21,0.1975,train,27,195,0.8162058293819427,1.0658141036401502e-15,3.649569199716628,14.744786052703857,0.0,0.0,0.0,-426.6780470241937,24733.804702419362,21.0,567.0,50,0.6391752577319587
104,65,19,0,25916.640307325793,14.671464920043945,209,,17,0.25,train,90,232,0.7953081130981445,5.773159728050814e-16,4.162704344650059,14.690933647155761,0.0,0.0,0.0,-424.3264030732579,25916.640307325793,19.0,658.0,50,0.625
74,39,29,0,23573.120528563457,14.637371063232422,210,,26,0.309,train,181,122,0.795083150267601,1.9539925233402755e-16,2.9787485168876073,14.654139595031738,0.0,0.0,0.0,-477.8912052856345,23573.120528563457,29.0,508.0,50,0.527027027027027
110,75,26,0,27034.896388161775,14.619046211242676,211,,16,0.2055,train,190,263,0.7721932381391525,1.0036416142611414e-15,4.227389562964492,14.616060314178467,0.0,0.0,0.0,-492.88896388161777,27034.896388161775,26.0,727.0,50,0.6818181818181818
85,59,14,0,23521.6950554083,14.682186126708984,212,,11,0.1885,train,73,205,0.677688404917717,1.3322676295501878e-16,3.7800830049434286,14.669647712707519,0.0,0.0,0.0,-357.0169505540832,23521.6950554083,14.0,490.0,50,0.6941176470588235
61,40,17,0,23359.04232116031,14.698090553283691,213,,11,0.3595,train,235,143,0.7502550631761551,6.794564910705958e-16,3.4008774073331067,14.694093990325928,0.0,0.0,0.0,-377.33042321160303,23359.04232116031,17.0,387.0,50,0.6557377049180327
131,86,29,0,28132.272988239205,14.631582260131836,214,,26,0.3665,train,102,292,0.7581395953893661,1.7763568394002506e-16,4.464454759787282,14.624746551513672,0.0,0.0,0.0,-530.0827298823921,28132.272988239205,29.0,838.0,50,0.6564885496183206
69,52,11,0,25902.553691147103,14.726728439331055,215,,8,0.229,train,92,174,0.6295734643936157,2.353672812205332e-16,4.240665734158959,14.721067066192626,0.0,0.0,0.0,-355.28553691147096,25902.553691147103,11.0,413.0,50,0.7536231884057971
93,48,34,0,23722.10352058585,14.647239685058594,216,,26,0.2405,train,121,179,0.8002122491598129,5.773159728050814e-16,4.009669503241757,14.642008380889893,0.0,0.0,0.0,-522.8210352058584,23722.10352058585,34.0,680.0,50,0.5161290322580645
82,46,24,0,23641.101286291312,14.701650619506836,217,,18,0.2585,train,153,169,0.7496615201234818,5.595524044110789e-16,4.102768852176637,14.695500259399415,0.0,0.0,0.0,-439.65101286291315,23641.101286291312,24.0,562.0,50,0.5609756097560976
81,49,19,0,23939.344190304175,14.768896102905273,218,,15,0.3035,train,171,177,0.7914455235004425,1.509903313490213e-16,2.6214003164113358,14.756930389404296,0.0,0.0,0.0,-400.63344190304184,23939.344190304175,19.0,462.0,50,0.6049382716049383
56,43,9,0,21823.179266562256,14.814273834228516,219,,7,0.1945,train,155,136,0.7749534696340561,4.4408920985006264e-17,2.596662581593114,14.78917667388916,0.0,0.0,0.0,-295.47179266562256,21823.179266562256,9.0,262.0,50,0.7678571428571429
82,52,22,0,24591.00725250675,14.79162311553955,220,,22,0.2935,train,52,153,0.7738533318042755,9.681144774731366e-16,3.7416990384819377,14.762508506774902,0.0,0.0,0.0,-432.07007252506753,24591.00725250675,22.0,508.0,50,0.6341463414634146
97,64,22,0,24575.739070769192,14.829207420349121,221,,17,0.252,train,168,222,0.8269476592540741,1.8118839761882555e-15,3.97860690249139,14.812643585205079,0.0,0.0,0.0,-433.95739070769196,24575.739070769192,22.0,610.0,50,0.6597938144329897
76,44,24,0,23908.99792324697,14.811614990234375,222,,21,0.323,train,142,148,0.739470973610878,4.263256414560601e-16,4.014470141398999,14.810461635589599,0.0,0.0,0.0,-441.90997923246965,23908.99792324697,24.0,541.0,50,0.5789473684210527
78,48,23,0,25488.176307306207,14.819405555725098,223,,21,0.327,train,106,137,0.8055477887392044,5.417888360170764e-16,3.3578077790084233,14.818708477020264,0.0,0.0,0.0,-448.881763073062,25488.176307306207,23.0,500.0,50,0.6153846153846154
75,38,29,0,24527.376445280872,14.827373504638672,224,,27,0.3465,train,41,124,0.8224764764308929,2.842170943040401e-16,3.996911206852291,14.820063438415527,0.0,0.0,0.0,-488.69376445280875,24527.376445280872,29.0,571.0,50,0.5066666666666667
96,42,41,0,25915.651756535604,,224,0,19,0.3015,eval,212,141,,,3.7540943929906607,0.0,0.0,0.0,0.0,-602.3165175653561,25915.651756535604,41.0,758.0,50,0.4375
104,48,40,0,27473.5687057706,,224,1,29,0.2845,eval,34,148,,,4.0089445046520025,0.0,0.0,0.0,0.0,-610.3756870577062,27473.5687057706,40.0,782.0,50,0.46153846153846156
77,38,27,0,26008.075393773706,,224,2,14,0.2125,eval,132,113,,,3.367708623506655,0.0,0.0,0.0,0.0,-486.8207539377371,26008.075393773706,27.0,537.0,50,0.4935064935064935
89,52,18,0,24760.548057144413,,224,3,13,0.206,eval,132,174,,,4.020637907114966,0.0,0.0,0.0,0.0,-402.8454805714441,24760.548057144413,18.0,562.0,50,0.5842696629213483
84,41,30,0,25700.16562555283,,224,4,18,0.238,eval,154,119,,,4.375998706541313,0.0,0.0,0.0,0.0,-509.88165625552824,25700.16562555283,30.0,644.0,50,0.4880952380952381
97,60,29,0,26146.15165743145,14.819768905639648,225,,23,0.2915,train,172,211,0.8241327106952667,-9.769962616701378e-17,3.3983074212350544,14.810565910339356,0.0,0.0,0.0,-506.00151657431445,26146.15165743145,29.0,627.0,50,0.6185567010309279
71,51,11,0,26041.179553235037,14.884684562683105,226,,8,0.2065,train,180,155,0.7841300815343857,4.2188474935755947e-16,3.441935354150418,14.874965515136719,0.0,0.0,0.0,-355.9917955323504,26041.179553235037,11.0,379.0,50,0.7183098591549296
124,74,34,0,31007.982422885376,14.817290306091309,227,,13,0.1065,train,168,254,0.6877644956111908,-5.950795411990839e-16,5.69073826172747,14.814011936187745,0.0,0.0,0.0,-600.6998242288539,31007.982422885376,34.0,931.0,50,0.5967741935483871
85,57,22,0,25514.168201542736,14.82926082611084,228,,12,0.212,train,164,197,0.7720341831445694,-9.50350909079134e-16,3.9914960587958963,14.83339496612549,0.0,0.0,0.0,-442.1216820154274,25514.168201542736,22.0,549.0,50,0.6705882352941176
110,49,42,0,25662.132877336055,14.822152137756348,229,,29,0.2935,train,261,185,0.8116876482963562,1.4210854715202004e-16,3.8720174177869127,14.827834129333496,0.0,0.0,0.0,-609.1213287733607,25662.132877336055,42.0,825.0,50,0.44545454545454544
111,62,34,0,26851.628306915176,14.775300979614258,230,,29,0.3725,train,99,207,0.7874235957860947,4.529709940470639e-16,4.798039143629194,14.783782730102539,0.0,0.0,0.0,-557.3562830691518,26851.628306915176,34.0,842.0,50,0.5585585585585585
96,64,24,0,27312.92413624965,14.815099716186523,231,,13,0.196,train,162,209,0.7931896448135376,-6.217248937900877e-17,4.0463517439814325,14.824008693695069,0.0,0.0,0.0,-477.32924136249653,27312.92413624965,24.0,610.0,50,0.6666666666666666
88,51,23,0,23619.210245512924,14.826873779296875,232,,19,0.319,train,97,191,0.7655768543481827,7.638334409421077e-16,4.720179743498668,14.840940380096436,0.0,0.0,0.0,-433.1721024551293,23619.210245512924,23.0,649.0,50,0.5795454545454546
108,52,37,0,27051.237717646705,14.722721099853516,233,,25,0.271,train,98,191,0.8135610967874527,-4.3520742565306136e-16,4.735684441855658,14.742902565002442,0.0,0.0,0.0,-582.9723771764668,27051.237717646705,37.0,823.0,50,0.48148148148148145
93,46,38,0,26345.827528439193,14.70068645477295,234,,27,0.307,train,150,160,0.7891994267702103,1.1546319456101628e-16,4.814622176221117,14.711336860656738,0.0,0.0,0.0,-582.4382752843918,26345.827528439193,38.0,749.0,50,0.4946236559139785
87,58,21,0,27028.735168304545,14.771470069885254,235,,11,0.1555,train,212,187,0.7320365309715271,3.064215547965432e-16,4.942503214855117,14.774248733520508,0.0,0.0,0.0,-450.6073516830455,27028.735168304545,21.0,616.0,50,0.6666666666666666
94,57,25,0,27926.847492729597,14.7252779006958,236,,21,0.2495,train,60,198,0.7394152730703354,3.8191672047105384e-16,3.4736438547091417,14.727139472961426,0.0,0.0,0.0,-490.868474927296,27926.847492729597,25.0,580.0,50,0.6063829787234043
86,61,17,0,29020.598310034202,14.785460472106934,237,,9,0.2065,train,111,180,0.7123961746692657,1.865174681370263e-16,4.481189397093738,14.784243450164794,0.0,0.0,0.0,-437.3459831003421,29020.598310034202,17.0,557.0,50,0.7093023255813954
108,67,23,0,30844.264155532837,14.72974967956543,238,,13,0.14,train,84,241,0.8259341865777969,4.529709940470639e-16,4.113438635217754,14.725204219818115,0.0,0.0,0.0,-505.90264155532844,30844.264155532837,23.0,673.0,50,0.6203703703703703
78,61,16,0,25844.850565909517,14.808404922485352,239,,14,0.241,train,181,183,0.7944223135709763,-3.1974423109204507e-16,4.140388778075218,14.805012683868409,0.0,0.0,0.0,-396.22850565909516,25844.850565909517,16.0,489.0,50,0.782051282051282
78,47,22,0,24700.999787110868,14.789956092834473,240,,19,0.2625,train,38,147,0.7901551723480225,3.108624468950438e-16,3.440610192226606,14.777789230346679,0.0,0.0,0.0,-433.0699978711087,24700.999787110868,22.0,503.0,50,0.6025641025641025
80,45,25,0,26371.408561195898,14.808181762695312,241,,17,0.226,train,284,138,0.7616509199142456,5.684341886080802e-16,4.168201098093776,14.790719795227051,0.0,0.0,0.0,-475.3740856119592,26371.408561195898,25.0,583.0,50,0.5625
54,39,10,0,23816.80678437625,14.862979888916016,242,,9,0.199,train,46,111,0.742352083325386,-9.50350909079134e-16,2.1082862216809994,14.851869087219239,0.0,0.0,0.0,-322.9880678437625,23816.80678437625,10.0,241.0,50,0.7222222222222222
96,71,11,0,27388.31782800663,14.888842582702637,243,,8,0.1605,train,153,227,0.8158138394355774,4.39648317751562e-16,3.7215528206066004,14.882890510559083,0.0,0.0,0.0,-371.9231782800664,27388.31782800663,11.0,502.0,50,0.7395833333333334
73,54,13,0,26572.77860209834,14.874189376831055,244,,11,0.1835,train,97,151,0.7866265177726746,7.105427357601002e-16,4.281791606341373,14.872388153076171,0.0,0.0,0.0,-378.5477860209834,26572.77860209834,13.0,441.0,50,0.7397260273972602
81,51,20,0,26465.3776658433,14.843811988830566,245,,17,0.2655,train,59,160,0.8021811991930008,5.506706202140776e-16,3.246721299637203,14.839189262390137,0.0,0.0,0.0,-434.1737766584331,26465.3776658433,20.0,476.0,50,0.6296296296296297
74,50,18,0,27815.144689740726,14.869399070739746,246,,10,0.1965,train,305,151,0.776964545249939,2.575717417130363e-16,4.567757251715789,14.871611366271972,0.0,0.0,0.0,-432.1714468974073,27815.144689740726,18.0,501.0,50,0.6756756756756757
98,60,29,0,30401.889214138024,14.825206756591797,247,,14,0.2075,train,64,196,0.7967832982540131,-8.526512829121202e-16,4.956307404352939,14.83232421875,0.0,0.0,0.0,-550.4388921413805,30401.889214138024,29.0,721.0,50,0.6122448979591837
76,51,14,0,23679.046720686823,14.890846252441406,248,,13,0.269,train,21,169,0.8196392953395844,-2.1671553440683055e-15,2.834312266573251,14.888717155456543,0.0,0.0,0.0,-356.5104672068683,23679.046720686823,14.0,386.0,50,0.6710526315789473
79,53,18,0,26114.227108836465,14.8557710647583,249,,16,0.305,train,97,146,0.7832329571247101,-1.234568003383174e-15,3.579503613979308,14.862919235229493,0.0,0.0,0.0,-414.70227108836474,26114.227108836465,18.0,478.0,50,0.6708860759493671
94,50,35,0,27690.692926696465,,249,0,22,0.295,eval,72,148,,,3.5428386083521395,0.0,0.0,0.0,0.0,-570.2269292669647,27690.692926696465,35.0,666.0,50,0.5319148936170213
92,30,46,0,26942.82861754222,,249,1,29,0.2935,eval,177,79,,,4.551487859531941,0.0,0.0,0.0,0.0,-653.1282861754222,26942.82861754222,46.0,785.0,50,0.32608695652173914
80,49,20,0,26313.46054397602,,249,2,12,0.2125,eval,69,141,,,3.3002514817121322,0.0,0.0,0.0,0.0,-433.09460543976024,26313.46054397602,20.0,498.0,50,0.6125
94,49,29,0,27611.65211938221,,249,3,14,0.206,eval,707,144,,,4.576158995510349,0.0,0.0,0.0,0.0,-521.5565211938222,27611.65211938221,29.0,672.0,50,0.5212765957446809
88,44,32,0,26215.610192420496,,249,4,19,0.238,eval,185,141,,,4.293939172185293,0.0,0.0,0.0,0.0,-531.716101924205,26215.610192420496,32.0,678.0,50,0.5
